name,price_per_night,accommodation_type,distance_label,highlights_section,hotel_rating,user_rating_count,user_average_rating,user_comment,country,city,checkin,checkout,rooms,guests,day_of_week,day_of_month,month,free_wifi,pool,parking,aircond,restaurant,hotel_bar,balcony_patio,spa,gym,hairdryer,kitchen,non_smoking_room,tv_ent,washing_machine,holiday,holiday_name
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Shangri-la Kota Kinabalu,271.0,Hotel,0.9 km to City center,1,3.0,8922.0,8.0,,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,1273.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel 7 Suria,334.0,Hotel,2.0 km to City center,1,4.0,5354.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",492.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,2,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,693.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,3,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,884.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,3,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Magellan Sutera Resort,1725.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,3,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Sabah Oriental Hotel,483.0,Hotel,0.2 km to City center,1,4.0,10877.0,7.2,Fair,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,3,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Holiday Inn Express Kota Kinabalu City Centre, an IHG Hotel",738.0,Hotel,0.7 km to City center,1,4.0,4687.0,9.0,Excellent,Malaysia,Kota Kinabalu,2025-12-09,2025-12-10,3,3,Tuesday,9,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,639.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,1,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,333.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,1,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,184.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,1,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,Okay,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,1,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Shangri-La Rasa Ria, Kota Kinabalu",768.0,Resort,22.1 km to City center,1,5.0,20708.0,9.2,Excellent,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,1,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,639.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,184.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,Okay,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Pacific Sutera,439.0,Resort,1.0 km to City center,1,5.0,20717.0,8.5,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
"Shangri-La Rasa Ria, Kota Kinabalu",768.0,Resort,22.1 km to City center,1,5.0,20708.0,9.2,Excellent,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Homi Breeze 和逸微风,202.0,Hotel,1.4 km to City center,0,3.0,10.0,9.1,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,Okay,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,188.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,Very good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,570.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
CU Boutique Hotel,275.0,Hotel,1.5 km to City center,1,2.0,114.0,7.6,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,1,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,665.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Ming Garden,470.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Magellan Sutera Resort,1150.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,Excellent,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Pacific Sutera,879.0,Resort,1.0 km to City center,1,5.0,20717.0,8.5,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,1273.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,2,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Shangri-la Kota Kinabalu,271.0,Hotel,0.9 km to City center,1,3.0,8922.0,8.0,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,3,Friday,19,12,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Hotel Grandis,1273.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,3,Friday,19,12,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
The Pacific Sutera,879.0,Resort,1.0 km to City center,1,5.0,20717.0,8.5,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,3,Friday,19,12,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Promenade Hotel Kota Kinabalu,972.0,Hotel,0.4 km to City center,1,4.0,10850.0,7.6,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,3,Friday,19,12,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,333.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,2,3,Friday,19,12,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Ming Garden,693.0,Hotel,0.2 km to City center,1,4.0,10515.0,7.5,Good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,3,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Magellan Sutera Resort,1725.0,Resort,1.1 km to City center,1,5.0,16040.0,8.7,Excellent,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,3,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,998.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,3,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
THE LOFT RESIDENCE @ IMAGO MALL,716.0,Hotel,0.4 km to City center,1,7.5,649.0,7.5,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,3,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Raia Hotel Kota Kinabalu,647.0,Hotel,0.8 km to City center,1,3.0,4893.0,7.8,,Malaysia,Kota Kinabalu,2025-12-19,2025-12-20,3,3,Friday,19,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,639.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,1,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,141.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,Very good,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,1,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,Okay,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,1,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Sunset Seaview Vacation Condos @ Imago Shopping Mall,268.0,Hotel,0.3 km to City center,1,7.6,2141.0,7.6,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,1,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Kinabalu Daya Hotel,101.0,Hotel,1.8 km to City center,1,3.0,8290.0,7.1,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,1,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,639.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,295.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,141.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,Very good,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,Okay,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
CU Boutique Hotel,215.0,Hotel,1.5 km to City center,1,2.0,114.0,7.6,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
HotSpot @ City Centre by SSVC,188.0,Hotel,1.0 km to City center,1,3.0,535.0,8.5,Very good,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Shangri-la Kota Kinabalu,378.0,Hotel,0.9 km to City center,1,3.0,8922.0,8.0,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
CU Boutique Hotel,275.0,Hotel,1.5 km to City center,1,2.0,114.0,7.6,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Marina Travellers Suite Sky Karamunsing,321.0,Hotel,0.3 km to City center,0,6.9,33.0,6.9,Okay,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Stanton Hotel,604.0,Hotel,0.7 km to City center,1,3.0,1609.0,9.3,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,1,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,589.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel 7 Suria,865.0,Hotel,2.0 km to City center,1,4.0,5354.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,1273.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
THE LOFT RESIDENCE @ IMAGO MALL,478.0,Hotel,0.4 km to City center,1,7.5,649.0,7.5,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Stanton Hotel,1008.0,Hotel,0.7 km to City center,1,3.0,1609.0,9.3,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,2,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel 7 Suria,865.0,Hotel,2.0 km to City center,1,4.0,5354.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Shangri-la Kota Kinabalu,271.0,Hotel,0.9 km to City center,1,3.0,8922.0,8.0,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel Grandis,1273.0,Hotel,2.1 km to City center,1,4.0,9551.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
The Pacific Sutera,968.0,Resort,1.0 km to City center,1,5.0,20717.0,8.5,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Stanton Hotel,1008.0,Hotel,0.7 km to City center,1,3.0,1609.0,9.3,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,2,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Hotel 7 Suria,1327.0,Hotel,2.0 km to City center,1,4.0,5354.0,8.6,Excellent,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,3,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Mercure Kota Kinabalu City Centre,884.0,Hotel,2.3 km to City center,1,4.0,5561.0,7.8,Good,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,3,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
THE LOFT RESIDENCE @ IMAGO MALL,716.0,Hotel,0.4 km to City center,1,7.5,649.0,7.5,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,3,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Raia Hotel Kota Kinabalu,647.0,Hotel,0.8 km to City center,1,3.0,4893.0,7.8,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,3,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
Promenade Hotel Kota Kinabalu,1458.0,Hotel,0.4 km to City center,1,4.0,10850.0,7.6,,Malaysia,Kota Kinabalu,2025-12-29,2025-12-30,3,3,Monday,29,12,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
SCAPES Hotel,209.0,Hotel,4.3 km to City center,1,4.0,3603.0,8.0,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,1,Saturday,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Grand Ion Delemen,285.0,Hotel,1.3 km to City center,1,5.0,21965.0,7.6,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,1,Saturday,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Sky Retreat Genting Highlands,144.0,Hotel,1.4 km to City center,1,7.9,291.0,7.9,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,1,Saturday,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
"Swiss-Garden Hotel & Residences, Genting Highlands",266.0,Hotel,4.3 km to City center,1,5.0,12066.0,7.6,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,1,Saturday,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Geo38 Premier Suites Genting Highlands,144.0,Serviced apartment,4.1 km to City center,1,7.8,5575.0,7.8,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,1,Saturday,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
Grand Ion Delemen,285.0,Hotel,1.3 km to City center,1,5.0,21965.0,7.6,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,2,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Resorts World Genting,906.0,Hotel,0.5 km to City center,1,3.0,16430.0,7.6,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,2,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
SCAPES Hotel,209.0,Hotel,4.3 km to City center,1,4.0,3603.0,8.0,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,2,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Premium Suites D'lement @ Genting Highland,187.0,Serviced apartment,1.4 km to City center,1,7.3,3866.0,7.3,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,2,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Le Vert Boutique Hotel,220.0,Hotel,4.3 km to City center,1,3.0,1768.0,8.2,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,2,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Grand Ion Delemen,474.0,Hotel,1.3 km to City center,1,5.0,21965.0,7.6,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,3,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Urban Tropic@midhill Genting Highland (free Wi-fi),486.0,Entire House / Apartment,3.9 km to City center,0,9.1,160.0,9.1,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,3,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Geo38 Premier Suites Genting Highlands,247.0,Serviced apartment,4.1 km to City center,1,7.8,5575.0,7.8,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,3,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
SCAPES Hotel,310.0,Hotel,4.3 km to City center,1,4.0,3603.0,8.0,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,3,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Grand Ion Delemen,270.0,Entire House / Apartment,1.4 km to City center,0,8.3,861.0,8.3,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,1,3,Saturday,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,
Grand Ion Delemen,570.0,Hotel,1.3 km to City center,1,5.0,21965.0,7.6,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,2,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Sky Retreat Genting Highlands,288.0,Hotel,1.4 km to City center,1,7.9,291.0,7.9,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,2,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Gentingtop Cozycoldinn4pax @grdiondelmn,837.0,Entire House / Apartment,1.4 km to City center,0,8.7,52.0,8.7,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,2,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
"Swiss-Garden Hotel & Residences, Genting Highlands",533.0,Hotel,4.3 km to City center,1,5.0,12066.0,7.6,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,2,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Hotel Seri Malaysia Genting Highlands,339.0,Hotel,3.5 km to City center,1,2.0,4091.0,5.8,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,2,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
SCAPES Hotel,418.0,Hotel,4.3 km to City center,1,4.0,3603.0,8.0,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Grand Ion Delemen,460.0,Hotel,1.3 km to City center,1,5.0,21965.0,7.6,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Golden Hill Resort Genting Highland,542.0,Guesthouse,0.9 km to City center,0,5.9,24.0,5.9,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Geo38 Premier Suites Genting Highlands,379.0,Serviced apartment,4.1 km to City center,1,7.8,5575.0,7.8,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Sky Retreat Genting Highlands,288.0,Hotel,1.4 km to City center,1,7.9,291.0,7.9,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,2,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
SCAPES Hotel,627.0,Hotel,4.3 km to City center,1,4.0,3603.0,8.0,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,3,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Grand Ion Delemen,690.0,Hotel,1.3 km to City center,1,5.0,21965.0,7.6,Good,Malaysia,Genting Highlands,2025-01-04,2025-01-05,3,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Hotel Seri Malaysia Genting Highlands,508.0,Hotel,3.5 km to City center,1,2.0,4091.0,5.8,Okay,Malaysia,Genting Highlands,2025-01-04,2025-01-05,3,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
"Swiss-Garden Hotel & Residences, Genting Highlands",799.0,Hotel,4.3 km to City center,1,5.0,12066.0,7.6,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,3,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Sky Retreat Genting Highlands,432.0,Hotel,1.4 km to City center,1,7.9,291.0,7.9,,Malaysia,Genting Highlands,2025-01-04,2025-01-05,3,3,Saturday,4,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,
Resorts World Genting - Highlands Hotel,976.0,Hotel,0.7 km to City center,1,5.0,849.0,7.8,,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,1,Tuesday,14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,
Sky Retreat Genting Highlands,97.0,Hotel,1.4 km to City center,1,7.9,291.0,7.9,,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,1,Tuesday,14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,
SCAPES Hotel,194.0,Hotel,4.3 km to City center,1,4.0,3603.0,8.0,Good,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,1,Tuesday,14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,
Grand Ion Delemen,239.0,Hotel,1.3 km to City center,1,5.0,21965.0,7.6,Good,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,1,Tuesday,14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,
Geo38 Premier Suites Genting Highlands,91.0,Serviced apartment,4.1 km to City center,1,7.8,5575.0,7.8,,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,1,Tuesday,14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,
Resorts World Genting - First World,379.0,Resort,0.5 km to City center,1,3.0,55581.0,7.4,Fair,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,3,Tuesday,14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,
Geo38 Premier Suites Genting Highlands,129.0,Serviced apartment,4.1 km to City center,1,7.8,5575.0,7.8,,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,3,Tuesday,14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,
Resorts World Genting,423.0,Hotel,0.5 km to City center,1,3.0,16430.0,7.6,,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,3,Tuesday,14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,
Ion Delemen Premier Suites Genting Highlands,173.0,Serviced apartment,1.4 km to City center,1,6.9,440.0,6.9,,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,3,Tuesday,14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,
Urban Tropic@midhill Genting Highland (free Wi-fi),221.0,Entire House / Apartment,3.9 km to City center,0,9.1,160.0,9.1,,Malaysia,Genting Highlands,2025-01-14,2025-01-15,1,3,Tuesday,14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,
Resorts World Genting - First World,536.0,Resort,0.5 km to City center,1,3.0,55581.0,7.4,Fair,Malaysia,Genting Highlands,2025-01-14,2025-01-15,2,2,Tuesday,14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,
